organisation_name,town_city,county,type_rating,route,company_website
Christie Digital Systems Canada Inc.,Wokingham,Berkshire,Worker (A rating),Skilled Worker,https://www.christiedigital.com
Cimcon Software (UK) Limited,Reading,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://cimcon.com
Christie Digital Systems Canada Inc.,Wokingham,Berkshire,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
CIMC Universal Tank Technologies (UK) Ltd,Skelmersdale,Lancashire,Worker (A rating),Skilled Worker,https://cimcuk.com
CHRONICLE SOFTWARE LTD,London,,Worker (A rating),Skilled Worker,https://chronicle.software
Cigniti Technologies (UK) Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
CIP TERRA TECHNOLOGIES UK LTD.,Rotherham,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://www.bing.com
CIM Software Ltd,Southampton,Hampshire,Worker (A rating),Skilled Worker,
CIP TERRA TECHNOLOGIES UK LTD.,Rotherham,,Worker (A rating),Skilled Worker,https://www.bing.com
Cimcon Software (UK) Limited,Reading,,Worker (A rating),Skilled Worker,https://cimcon.com
Circadia Technologies Ltd,London,,Worker (A rating),Skilled Worker,https://circadia.health
CitiusTech Healthcare Technology Pvt. Ltd,"New Denham, Uxbridge",Middlesex,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://www.citiustech.com
Circle Cloud Communications Ltd,SOUTHAMPTON,,Worker (A rating),Skilled Worker,
CIT Digital Ltd,Sheffield,,Worker (A rating),Skilled Worker,https://citdigital.com
CITATION CYBER LIMITED,Lancaster,,Worker (A rating),Skilled Worker,
CitiusTech Healthcare Technology Pvt. Ltd,"New Denham, Uxbridge",Middlesex,Worker (A rating),Skilled Worker,
CITY CONSTRUCTION NETWORK LTD,ILFORD,,Worker (A rating),Skilled Worker,
Cityplus Network Ltd,London,,Worker (A rating),Skilled Worker,
CITYSCAPE DIGITAL LIMITED,LONDON,GREATER LONDON,Worker (A rating),Skilled Worker,
CJS Managed Cloud Services Ltd,Leeds,,Worker (A rating),Skilled Worker,https://www.bing.com
CLASS TECHNOLOGY SOLUTIONS LTD,Horsham,West Sussex,Worker (A rating),Skilled Worker,https://www.class-technology.co.uk
CLAIMWISE AI LIMITED,London,,Worker (A rating),Skilled Worker,
Clara Technologies (UK) Limited,London,,Worker (A rating),Skilled Worker,https://clara-technologies.com
Clarity AI LTD,London,,Worker (A rating),Skilled Worker,https://clarity.ai
Clear Score Technology Limited,London,,Worker (A rating),Skilled Worker,https://www.clearscore.com
Clarity Software Group Limited,Solihull,West Midlands,Worker (A rating),Skilled Worker,
Clearly Technologies Limited,London,,Worker (A rating),Skilled Worker,https://www.useclearly.com
Clean Digital Limited,Edinburgh,,Worker (A rating),Skilled Worker,https://cleandigital.co.uk
CLASS TECHNOLOGY SOLUTIONS LTD,Horsham,West Sussex,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Clear AV Limited t/as OKTO Technologies,Lisburn,,Worker (A rating),Skilled Worker,http://oktotechnologies.co.uk
Clockwork Technologies UK Limited,London,,Worker (A rating),Skilled Worker,https://www.clockwork.com
CLOUD 9 BEDS LIMITED,Huddersfield,,Worker (A rating),Skilled Worker,https://www.cloud9beds.co.uk
Cleo AI Ltd,London,,Worker (A rating),Skilled Worker,https://web.meetcleo.com
Clearmatics Technologies Ltd,London,,Worker (A rating),Skilled Worker,
Cloud Analytics Limited,Rickmansworth,Hertfordshire,Worker (A rating),Skilled Worker,https://cloudanalyticsltd.com
Clientserver Technology Solutions Ltd,Rugby,,Worker (A rating),Skilled Worker,
Clinical Network Systems Limited,London,,Worker (A rating),Skilled Worker,
Cloud & Compliance Ltd,Birmingham,,Worker (A rating),Skilled Worker,https://c365cloud.co.uk
Cloud Agri LTD,Manchester,,Worker (A rating),Skilled Worker,https://www.cloudagro.uk.com
Cloud Bridge Technologies Limited,Manchester,,Worker (A rating),Skilled Worker,https://www.cloud-bridge.co.uk
Cloud Aiops Consulting Ltd,Swindon,,Worker (A rating),Skilled Worker,https://www.bing.com
Cloud Capital LLP,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://cloudcapital.com
Cloud Army UK Limited,Harrow,Middlesex,Worker (A rating),Skilled Worker,https://cloud.army
CLOUD COMPUTING SERVICES LTD,Livingston,,Worker (A rating),Skilled Worker,https://www.bing.com
Cloud Combinator LTD,Shenfield,United Kingdom,Worker (A rating),Skilled Worker,https://cloudcombinator.ai
Cloud Aware Services Ltd,London,,Worker (A rating),Skilled Worker,https://cloudaware.eu
Cloud Construction Control Limited,Motherwell,,Worker (A rating),Skilled Worker,https://www.cloudconstructions.co.uk
Cloud Cycle Ltd,London,,Worker (A rating),Skilled Worker,https://www.cloudcycle.com
Cloud Bleu Management Services Limited,Hampshire,,Worker (A rating),Skilled Worker,https://www.cqc.org.uk
Cloud Capital LLP,London,,Worker (A rating),Skilled Worker,
Cloud Consulting Group Ltd,Bristol,,Worker (A rating),Skilled Worker,
Cloud Cowork Ltd,Romford,,Temporary Worker (A rating),Global Business Mobility: Graduate Trainee,
CLOUD CX LTD,London,,Worker (A rating),Skilled Worker,
Cloud Flicker Solutions Ltd,Beaconsfield,,Worker (A rating),Skilled Worker,https://cloud-flicker.co.uk
Cloud Galacticos,London,Greater London,Worker (A rating),Skilled Worker,https://www.cloudgalacticos.co.uk
CLOUD DATA CONSULTANTS LTD,Slough,,Worker (A rating),Skilled Worker,
Cloud Imperium Games Limited,Manchester,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://cloudimperiumgames.com
Cloud Digest Ltd,Oxted,Surrey,Worker (A rating),Skilled Worker,http://www.checkcompany.co.uk
CLOUD IX KITCHENS LTD,UXBRIDGE,MIDDLESEX,Worker (A rating),Skilled Worker,https://uxbridge.cylex-uk.co.uk
Cloud Digital Limited,Hinckley,,Worker (A rating),Skilled Worker,
CLOUD DOING GOOD GROUP LIMITED,West Wycombe,,Worker (A rating),Skilled Worker,http://cloud-doing-good.com
Cloud Imperium Games Limited,Manchester,,Temporary Worker (A rating),Creative Worker,https://cloudimperiumgames.com
Cloud Imperium Games Limited,Manchester,,Worker (A rating),Skilled Worker,
Cloud Kitchen London Ltd T/AS Hyderabad Wala {House of Biryani},London,,Worker (A rating),Skilled Worker,
Cloud Mantra Limited,New Barnet,,Worker (A rating),Skilled Worker,https://www.cloudmantra.net
Cloud Lending UK Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,http://www.lendingcloud.co.uk
Cloud Master Limited,Reading,,Worker (A rating),Skilled Worker,https://cloud-master.co.uk
Cloud Lending UK Ltd,London,,Worker (A rating),Skilled Worker,http://www.lendingcloud.co.uk
Cloud Logics Ltd,BROMLEY,,Worker (A rating),Skilled Worker,
CLOUD MANAGER LIMITED,Reading,Berkshire,Worker (A rating),Skilled Worker,https://www.cloudmanager.net
Cloud Made Ltd,London,,Worker (A rating),Skilled Worker,
Cloud Ninjas Limited,Halesowen,West Midlands,Worker (A rating),Skilled Worker,
CLOUD RETAIL LTD,London,,Worker (A rating),Skilled Worker,https://cloudretailbrands.com
CLOUD ODYSSEY IT SOLUTIONS LTD,London,,Worker (A rating),Skilled Worker,
CLOUD TECHEES LTD,Ipswich,,Worker (A rating),Skilled Worker,http://cloudtechees.com
Cloud Technologies Ltd,Ilford,Essex,Worker (A rating),Skilled Worker,https://cloudtechnologiesltd.com
Cloud Travel Limited,Southall,,Worker (A rating),Skilled Worker,https://cloud-travel.co.uk
Cloud SG UK Ltd,London,,Worker (A rating),Skilled Worker,
Cloud Stem Ltd,London,,Worker (A rating),Skilled Worker,https://cloud-stem.com
Cloud SG UK Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
CLOUD TAX LIMITED,London,,Worker (A rating),Skilled Worker,
CloudPay Technology Limited,Andover,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://www.cloudpay.com
CloudPay Technology Limited,Andover,,Worker (A rating),Skilled Worker,https://www.cloudpay.com
Cloud Valley Ltd,Stratford,,Worker (A rating),Skilled Worker,https://www.cloudvalley.tech
CLOUDFIRST TECHNOLOGIES LTD,CHELMSFORD,,Worker (A rating),Skilled Worker,https://cloudfirsttechnologies.com
cloud.IQ Limited,London,,Worker (A rating),Skilled Worker,
Cloudwick Technologies UK,Kent,,Worker (A rating),Skilled Worker,https://cloudwick.com
CloudMind AI Limited,Bromley,,Worker (A rating),Skilled Worker,https://cloudmind.me
CloudNet Technologies Limited,Manchester,,Worker (A rating),Skilled Worker,https://cloudnetserver.co.uk
CM TELECOM UK LTD,Tonbridge,,Worker (A rating),Skilled Worker,https://www.companieslist.co.uk
CM TELECOM UK LTD,Tonbridge,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://www.companieslist.co.uk
CMB.TECH Technology & Development Centre Ltd,Brentwood,Essex,Worker (A rating),Skilled Worker,https://cmb.tech
Cloudscouts Technology Services UK Ltd,Slough,Berkshire,Worker (A rating),Skilled Worker,https://www.cloudscouts.pro
CNI NEWS NETWORK LTD,Birmingham,,Worker (A rating),Skilled Worker,https://cninews.tv
Cloudwick Technologies UK,Kent,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
CM CLOUD & DEVOPS LTD,London,Middlesex,Worker (A rating),Skilled Worker,https://opengovuk.com
CM TELECOM UK LTD,London,London,Worker (A rating),Skilled Worker,
CNC - Communications & Network Consulting Limited,London,,Worker (A rating),Skilled Worker,
CNC - Communications & Network Consulting Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://www.efinder.uk
Code 42 Software UK Limited,Maidenhead,,Worker (A rating),Skilled Worker,https://university.code42.com
Codereflex Technologies Ltd,Enderby,Leicester,Worker (A rating),Skilled Worker,https://www.codereflex.co.uk
CNI NEWS NETWORK LTD,Birmingham,,Temporary Worker (A rating),Creative Worker,https://cninews.tv
Codex Software Solutions Ltd,Cheltenham,Gloucestershire,Worker (A rating),Skilled Worker,https://codexsofts.com
Coatsink Software Ltd,Gateshead,,Worker (A rating),Skilled Worker,https://coatsinksoftware.com
COGENT NETWORKS LTD,London,,Worker (A rating),Skilled Worker,https://www.cogentco.com
Code 42 Software UK Limited,Maidenhead,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://university.code42.com
Cocoa Oriental Network UK Limited,London,,Worker (A rating),Skilled Worker,https://www.cocoaoriental.com
Cognia Cloud Limited t/a Smarsh,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://www.bing.com
Cognito Technologies Limited,Leeds,,Worker (A rating),Skilled Worker,http://www.cognito.uk.com
Collaborative Software Limited T/A Admit One,Wareham,Dorset,Worker (A rating),Skilled Worker,https://immigrationgpt.co.uk
Coder Technologies Inc,London,,Worker (A rating),Global Business Mobility: UK Expansion Worker,
Colt Technology Services Group Limited,London,,Worker (A rating),Skilled Worker,https://www.colt.net
CODM SOFTWARE LIMITED,London,,Worker (A rating),Skilled Worker,https://codmsoftware.com
COGA AI Limited,Orpington,,Worker (A rating),Skilled Worker,https://www.coga.ai
Combine AI Limited,Guildford,Surrey,Worker (A rating),Skilled Worker,https://www.aicombine.ai
CoMind Technologies Limited,London,,Worker (A rating),Skilled Worker,https://www.comind.io
Cognia Cloud Limited t/a Smarsh,London,,Worker (A rating),Skilled Worker,
Commerce Software UK LTD,London,,Worker (A rating),Skilled Worker,https://www.commerce.com
Colt Technology Services Group Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://www.colt.net
COLOR STAR TECHNOLOGY UK LIMITED,London,,Worker (A rating),Skilled Worker,
COMMODITIES AI LTD,London,,Worker (A rating),Skilled Worker,https://www.commodityai.com
Colvir Software Solutions Ltd,London,,Worker (A rating),Skilled Worker,
Commerce Software UK LTD,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://www.commerce.com
COMM-TECH VOICE & DATA LIMITED,Norwich,Norfolk,Worker (A rating),Skilled Worker,
CompatibL Technologies Ltd,London,Greater London,Worker (A rating),Skilled Worker,https://www.compatibl.com
Communications Software (Airline systems) Limited,London,,Worker (A rating),Skilled Worker,
Communications Software Airline Systems Ltd,Ashbourne,Derbyshire,Worker (A rating),Skilled Worker,https://www.oases.aero
Commonplace Digital LTD,Manchester,,Worker (A rating),Skilled Worker,
Community Trust Network,Milton Keynes,,Worker (A rating),Skilled Worker,
Computer ConQuest ltd,Shangton,Leics,Worker (A rating),Skilled Worker,http://websites.milonic.com
CompatibL Technologies Ltd,London,Greater London,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://www.compatibl.com
Complete Cyber Limited,Princes Risborough,Buckinghamshire,Worker (A rating),Skilled Worker,https://www.completecyber.co.uk
Compound Digital Technologies Limited,London,,Worker (A rating),Skilled Worker,
Computer Club Limited,Stockport,,Worker (A rating),Skilled Worker,https://www.computer-club.co.uk
COMPUTER DATA SHRED LTD,Leicester,,Worker (A rating),Skilled Worker,
Computer Gurus Limited,Tunbridge Wells,Kent,Worker (A rating),Skilled Worker,https://computergurus.co.uk
COMPUTER HYPE LTD,London,London,Worker (A rating),Skilled Worker,
COMPUTER INTELLECTS LIMITED,London,London,Worker (A rating),Skilled Worker,https://open.endole.co.uk
Computer Says Maybe Ltd,London,,Worker (A rating),Skilled Worker,
Computer Specialist LTD,Birmingham,,Worker (A rating),Skilled Worker,
Computer Task Group (UK) LTD,Reading,Berkshire,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Comviva Technologies Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://www.comviva.com
Computer Task Group (UK) LTD,Reading,Berkshire,Worker (A rating),Skilled Worker,
Computer Troubleshooters Redbridge Limited,Ilford,Essex,Worker (A rating),Skilled Worker,https://www.computertroubleshooters.co.uk
Computing Distribution Group Ltd,Sunningdale,Berkshire,Worker (A rating),Skilled Worker,
Concurrent Technologies Plc,Colchester,Essex,Worker (A rating),Skilled Worker,https://concurrent.tech
COMTEK NETWORK SYSTEMS (UK)LTD,DEESIDE,FLINTSHIRE,Worker (A rating),Skilled Worker,
Conference Technologies UK Limited,Retford,Nottinghamshire,Worker (A rating),Skilled Worker,https://conferencetech.co.uk
Comviva Technologies Limited,London,,Worker (A rating),Skilled Worker,
Concur Technologies (UK) Limited,Feltham,Middlesex,Worker (A rating),Skilled Worker,https://www.concur.co.uk
Concur Technologies (UK) Limited,Feltham,Middlesex,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Concurrent Technologies Plc,Colchester,Essex,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://concurrent.tech
CONSTELLATION TECHNOLOGY SERVICES LTD,Milton Keynes,Buckinghamshire,Worker (A rating),Skilled Worker,https://open.endole.co.uk
Conduct AI Ltd,London,,Worker (A rating),Skilled Worker,
Connect Software Solutions Limited,"Nelson, Lancashire",,Worker (A rating),Skilled Worker,
Connect In Cloud Ltd,Tilbury,Essex,Worker (A rating),Skilled Worker,https://london.cylex-uk.co.uk
Connected Data Company Ltd,London,,Worker (A rating),Skilled Worker,https://www.connecteddatacompany.com
CONTEXTUAL TECHNOLOGIES LTD,London,,Worker (A rating),Skilled Worker,https://contextual.ai
Contained Technologies UK Ltd,Spalding,Lincolnshire,Worker (A rating),Skilled Worker,
Container Solutions Software Ltd,London,,Worker (A rating),Skilled Worker,
Contour Technologies Limited,Gloucester,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://www.contourglobal.com
CONTENT+CLOUD LIMITED,Manchester,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Control Technologies UK Ltd,Sharnbrook,Bedfordshire,Worker (A rating),Skilled Worker,https://controltech.uk.com
CONTENT+CLOUD LIMITED,Manchester,,Worker (A rating),Skilled Worker,https://www.contentcloud.com
Conveo.ai UK Ltd,Altrincham,Cheshire,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://www.convo.io
Convergence (Group Networks) Limited,Solihull,,Worker (A rating),Skilled Worker,https://www.convergencegroup.co.uk
Continental Networks LTD,Gateshead,,Worker (A rating),Skilled Worker,https://www.continental.com
