organisation_name,town_city,county,type_rating,route,careers_website
Data Design Solutions Limited,Iver,Buckinghamshire,Worker (A rating),Skilled Worker,
DATA ENERGY MANAGEMENT SERVICES LIMITED,Hertfordshire,,Worker (A rating),Skilled Worker,
Data Engineering Project Limited,Glasgow,,Worker (A rating),Skilled Worker,
DATA FIDELITY PVT LTD,London,,Worker (A rating),Skilled Worker,
Data HQ Ltd,Chelmsford,Essex,Worker (A rating),Skilled Worker,
Data Inc UK Ltd,London,,Worker (A rating),Skilled Worker,
Data Intellect Services Limited,Belfast,,Worker (A rating),Skilled Worker,
Data Intelligance Services Ltd,London,,Worker (A rating),Skilled Worker,
Data Intensity Limited,Chelmsford,Essex,Worker (A rating),Skilled Worker,
Data Intensity Limited,Chelmsford,Essex,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Data Interconnect Ltd,Watchfield,Oxon,Worker (A rating),Skilled Worker,
Data Kraken Consultancy Ltd,Oxford,,Worker (A rating),Skilled Worker,
Data Market Information Technology Ltd,London,,Worker (A rating),Skilled Worker,
Data OPS Limited,Radlett,Hertfordshire,Worker (A rating),Skilled Worker,
Data Physics (UK) Ltd,Hailsham,,Worker (A rating),Skilled Worker,
Data Privacy Simplified Ltd,Bedford,,Worker (A rating),Skilled Worker,
Data Protection People Limited,Leeds,,Worker (A rating),Skilled Worker,
Data Science Central UK Ltd.,London,,Worker (A rating),Skilled Worker,
Data Science Central UK Ltd.,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
DATA SIP LIMITED,Glasgow,,Worker (A rating),Skilled Worker,
Data Socket Limited,London,,Worker (A rating),Skilled Worker,
Data Solutionz Limited,Milton Keynes,Buckinghamshire,Worker (A rating),Skilled Worker,
Data Spartan Limited,London,,Worker (A rating),Skilled Worker,
Data Superstore (MCR) Ltd,Manchester,,Worker (A rating),Skilled Worker,
Data Technology Limited,Rickmansworth,,Worker (A rating),Skilled Worker,
Data Theorem Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Data Theorem Limited,London,,Worker (A rating),Skilled Worker,
DATA TRANS TECHNOLOGIES LIMITED,HOUNSLOW,,Worker (A rating),Skilled Worker,
Data Trek Technologies Ltd,London,,Worker (A rating),Skilled Worker,
DATA TRIALS SOLUTIONS LTD,Milton Keynes,,Worker (A rating),Skilled Worker,
DATA VISION SERVICES LTD,London,,Worker (A rating),Skilled Worker,
Data Vity Innovations T/A The Data City,Ilkely,West Yorkshire,Worker (A rating),Skilled Worker,
Data Yield Limited,Milton Keynes,,Worker (A rating),Skilled Worker,
DataArt Technologies UK Ltd,London,,Worker (A rating),Skilled Worker,
Datamatics Infotech Limited,Slough,Berkshire,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Datamatics Infotech Limited,Slough,Berkshire,Worker (A rating),Skilled Worker,
Datamato Technologies Limited,Greater London,London,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Datamato Technologies Limited,Greater London,London,Worker (A rating),Skilled Worker,
Datashrubs Technologies Ltd,Ilford,Essex,Worker (A rating),Skilled Worker,
DATAZONE TECHNOLOGIES LIMITED,London,,Worker (A rating),Skilled Worker,
Datel Computing Limited,Warrington,,Worker (A rating),Skilled Worker,
DAVETHAN TECHNOLOGIES LIMITED,London,,Worker (A rating),Skilled Worker,
DAWN TECHNOLOGIES LTD,London,,Worker (A rating),Skilled Worker,
Daxtra Technologies Ltd,Musselburgh,,Worker (A rating),Skilled Worker,
DAY TECHNOLOGIES LTD/ Trading name Duty Refunds,London,,Worker (A rating),Skilled Worker,
Dayshape Software Ltd,Edinburgh,,Worker (A rating),Skilled Worker,
DBT Telecom Limited,Kettering,,Worker (A rating),Skilled Worker,
DC Voltage Gradient Technology and Supply Ltd,Hindley Green,Wigan,Worker (A rating),Skilled Worker,
DCM Technologies Limited,London,,Worker (A rating),Skilled Worker,
Dcube Technologies Ltd,Reading,,Worker (A rating),Skilled Worker,
DCV Technologies Limited,Hemel Hempstead,,Worker (A rating),Skilled Worker,
Decagon AI UK Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Decagon AI UK Ltd,London,,Worker (A rating),Skilled Worker,
DECILLION DIGITAL LIMITED,Brentford,,Worker (A rating),Skilled Worker,
Decimal Technologies Ltd,Bedford,Bedfordshire,Worker (A rating),Skilled Worker,
Decision Technology limited,London,,Worker (A rating),Skilled Worker,
Decypher Technologies UK Limited,Cardiff,,Worker (A rating),Skilled Worker,
Deepmay Technologies Limited,Birmingham,,Worker (A rating),Skilled Worker,
Deepsea Technologies UK Ltd,Bromborough,WIRRAL,Worker (A rating),Skilled Worker,
Deevi Technologies Ltd,Leeds,,Worker (A rating),Skilled Worker,
Deimos Cloud Ltd,London,,Worker (A rating),Skilled Worker,
Delaware Digital LLP,London,,Worker (A rating),Skilled Worker,
DELISYS TECHNOLOGIES LTD,NOTTINGHAM,,Worker (A rating),Skilled Worker,
Delivers.AI LTD,Warwick,,Worker (A rating),Skilled Worker,
Delphix Software Limited,Bracknell,Oldbury,Worker (A rating),Skilled Worker,
Deltaclass Technology Solutions Limited,Slough,Berkshire,Worker (A rating),Skilled Worker,
Denisa Telecom Limited,Horsham,West Sussex,Worker (A rating),Skilled Worker,
Denodo Technologies LTD,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Denodo Technologies LTD,London,,Worker (A rating),Skilled Worker,
DENUKAN NETWORK UK BR. LTD,Chelmsford,,Worker (A rating),Skilled Worker,
"Department for Science, Innovation and Technology",London,,Worker (A rating),Skilled Worker,
Deriv Technologies Limited,Reading,,Worker (A rating),Skilled Worker,
Despatch Cloud Ltd,Driffield,Yorkshire,Worker (A rating),Skilled Worker,
Devbox Technologies Limited,London,,Worker (A rating),Skilled Worker,
Devbox Technologies Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Develop-IT Software Limited,Bishop's Stortford,England,Worker (A rating),Skilled Worker,
Dever Software Ltd,Cullompton,Devon,Worker (A rating),Skilled Worker,
Devi Technologies Limited,Bimingham,West Midlands,Worker (A rating),Scale-up,
Devi Technologies Limited,Bimingham,West Midlands,Worker (A rating),Skilled Worker,
Deviate Digital LTD,London,,Worker (A rating),Skilled Worker,
Devolver Digital Games Limited,London,,Worker (A rating),Skilled Worker,
Dew Technology Limited,Surbiton,,Worker (A rating),Skilled Worker,
Dext Software Limited,London,,Worker (A rating),Skilled Worker,
Dext Software Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
DG-UK GLOBAL MANAGEMENT & TECHNOLOGY LTD,Harrow,,Worker (A rating),Skilled Worker,
DGR DIGITAL LTD,London,,Worker (A rating),Skilled Worker,
DH TELECOM FIBER OPTIC LTD,LONDON,,Worker (A rating),Skilled Worker,
DHARMIK DIGITAL SOLUTIONS LTD,London,,Worker (A rating),Skilled Worker,
DIAMOND PLUS TELECOM LTD,ILFORD,,Worker (A rating),Skilled Worker,
Diaspora African Women's Support Network CIC,Glasgow,,Worker (A rating),Skilled Worker,
Diazone Computer Services Ltd,Sale,Greater Manchester,Worker (A rating),Skilled Worker,
Digi Technology Limited,Hatfield,,Worker (A rating),Skilled Worker,
Digit Audio Technology Ltd,Leigh On Sea,Essex,Worker (A rating),Skilled Worker,
DIGITAL (I) TECHNOLOGIES LTD,Preston,,Worker (A rating),Skilled Worker,
DIGITAL AD CONSULTANT LTD,Stoke-On-Trent,Staffordshire,Worker (A rating),Skilled Worker,
DIGITAL AGE PROFESSIONALS ENTERPRISE LIMITED,West Midlands,,Worker (A rating),Skilled Worker,
Digital Apple UK Ltd,London,,Worker (A rating),Skilled Worker,
Digital Applications International Limited,STOCKPORT,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Digital Applications International Limited,STOCKPORT,,Worker (A rating),Skilled Worker,
Digital Arts Studios,Belfast,,Temporary Worker (A rating),Creative Worker,
Digital Back Office Limited,Harrow,,Worker (A rating),Skilled Worker,
Digital Boutique Limited,Hamilton,Scotland,Worker (A rating),Skilled Worker,
Digital Buying Partners Limited,Slough,Berkshire,Worker (A rating),Skilled Worker,
DIGITAL CAFE LIMITED,Burgess Hill,,Worker (A rating),Skilled Worker,
Digital Catapult,London,,Worker (A rating),Skilled Worker,
Digital Cinema Media Ltd,London,,Worker (A rating),Skilled Worker,
DIGITAL CLIPBOARD LIMITED,London,,Worker (A rating),Skilled Worker,
DIGITAL COMBAT AGENCY LTD,Romford,,Worker (A rating),Skilled Worker,
Digital Commonwealth Limited,London,,Worker (A rating),Skilled Worker,
Digital Completion UK Limited,Leeds,West Yorkshire,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Digital Completion UK Limited,Leeds,West Yorkshire,Worker (A rating),Skilled Worker,
Digital Cryogenics Limited,London,United Kingdom,Worker (A rating),Skilled Worker,
Digital Data Consultancy Ltd,High Wycombe,,Worker (A rating),Skilled Worker,
Digital Detox Ltd,LONDON,,Worker (A rating),Skilled Worker,
Digital Devices Limited,London,Middlesex,Worker (A rating),Skilled Worker,
Digital Devops Limited,Aylesbury,Buckinghamshire,Worker (A rating),Skilled Worker,
Digital Diligence Ltd,London,,Worker (A rating),Skilled Worker,
DIGITAL DIRECT SOLUTIONS LTD,London,,Worker (A rating),Skilled Worker,
Digital Directories Limited,London,,Worker (A rating),Skilled Worker,
DIGITAL DISRUPTION TECHNOLOGIES LTD,London,England,Worker (A rating),Skilled Worker,
DIGITAL DREAM LTD,London,,Worker (A rating),Skilled Worker,
DIGITAL EARTH LTD,Aspley Guise,,Worker (A rating),Skilled Worker,
Digital Edge Print Group Limited,Oldham,Greater Manchester,Worker (A rating),Skilled Worker,
DIGITAL EMERGENCY LTD,HUDDERSFIELD,,Worker (A rating),Skilled Worker,
Digital Ethos Ltd,Oadby,,Worker (A rating),Skilled Worker,
Digital Eye Security System Limited,Staines,,Worker (A rating),Skilled Worker,
Digital First Holdings UK Limited,London,,Worker (A rating),Skilled Worker,
Digital Futures Group Limited,London,,Worker (A rating),Skilled Worker,
Digital Gaming Corporation Limited,Elstree,,Worker (A rating),Skilled Worker,
Digital Glue Ltd,Birmingham,,Worker (A rating),Skilled Worker,
Digital Health and Care Wales,Cardiff,,Worker (A rating),Skilled Worker,
Digital Health Intelligence Ltd,London,,Worker (A rating),Skilled Worker,
Digital Icon Agency Ltd,Derby,Derbys,Temporary Worker (A rating),Creative Worker,
Digital Icon Agency Ltd,Derby,Derbys,Worker (A rating),Skilled Worker,
Digital Infrastructure Services Ltd,Newton-le-Willows,Middlesex,Worker (A rating),Skilled Worker,
Digital Innk Limited,Birmingham,,Worker (A rating),Skilled Worker,
Digital Insight Technologies Limited trading as Xapien,London,,Worker (A rating),Skilled Worker,
DIGITAL INSIGHTS CONSULTANCY LIMITED,Milton Keynes,Buckhinghamshire,Worker (A rating),Skilled Worker,
Digital Isle Limited,Newry,,Worker (A rating),Skilled Worker,
DIGITAL LIFE PARTNERS LTD,London,,Worker (A rating),Skilled Worker,
Digital Manufacturing Centre Ltd,Towcester,,Worker (A rating),Skilled Worker,
Digital Marketing School Ltd,Milton Keynes,Buckinghamshire,Worker (A rating),Skilled Worker,
Digital Marmalade Limited,London,,Worker (A rating),Skilled Worker,
Digital Media Distribution Limited,Tyne And Wear,,Worker (A rating),Skilled Worker,
Digital Media Gang,Solihull,West Midlands,Worker (A rating),Skilled Worker,
Digital Media Innovations UK LTD,Gloucester,,Worker (A rating),Skilled Worker,
Digital Media Services UK Ltd,London,,Worker (A rating),Skilled Worker,
Digital Media Technologies LTD,Hertford,,Worker (A rating),Skilled Worker,
Digital Medical Supply UK Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Digital Medical Supply UK Ltd,London,,Worker (A rating),Skilled Worker,
Digital Mobile Innovations Limited,London,,Worker (A rating),Skilled Worker,
Digital Mobile Innovations Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Digital Moneybox Limited,London,,Worker (A rating),Skilled Worker,
Digital News Agency Ltd,London,England,Worker (A rating),Skilled Worker,
Digital Office Systems Ltd,Ashby de la Zouch,Leicestershire,Worker (A rating),Skilled Worker,
DIGITAL ORANGE NETWORKS LIMITED,Bromley,,Worker (A rating),Skilled Worker,
Digital Orchard Group Ltd,Chalfont St Giles,,Worker (A rating),Skilled Worker,
DIGITAL OUTLET LONDON LTD,LONDON,,Worker (A rating),Skilled Worker,
DIGITAL PORT LTD,Manchester,,Worker (A rating),Skilled Worker,
Digital Prosthetics Limited,Birmingham,,Worker (A rating),Skilled Worker,
Digital Quotient Solutions Limited,Cheltenham,,Worker (A rating),Skilled Worker,
DIGITAL RAINBOW PROJECT CONSULTANTS,BIRMINGHAM,WEST MIDLANDS,Worker (A rating),Skilled Worker,
Digital Reality Corp Ltd (trading as Pupil and/or Stak),London,,Worker (A rating),Skilled Worker,
DIGITAL REALTY (UK) LIMITED,LONDON,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
DIGITAL REALTY (UK) LIMITED,LONDON,,Worker (A rating),Skilled Worker,
Digital RFQ Limited,London,,Worker (A rating),Skilled Worker,
Digital Science & Research Solutions Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Digital Science & Research Solutions Limited,London,,Worker (A rating),Skilled Worker,
Digital Select Ltd,Lowestoft,Suffolk,Worker (A rating),Skilled Worker,
DIGITAL SERVICES HUB LIMITED,London,,Worker (A rating),Skilled Worker,
Digital Sign UK Ltd T/A Digital Signage UK,London,,Worker (A rating),Skilled Worker,
Digital Space Group Limited,Newark,Nottinghamshire,Worker (A rating),Skilled Worker,
Digital Spring Limited,London,,Worker (A rating),Skilled Worker,
Digital Staff Solutions T/A Florence,London,,Worker (A rating),Skilled Worker,
Digital Sterling Limited,Leeds,,Worker (A rating),Skilled Worker,
DIGITAL STREAMING LIMITED,Manchester,,Worker (A rating),Skilled Worker,
Digital Surgery Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Digital Surgery Limited,London,,Worker (A rating),Skilled Worker,
Digital Taxonomy Limited,London,,Worker (A rating),Skilled Worker,
Digital Therapeutics Ltd,London,,Worker (A rating),Skilled Worker,
DIGITAL TRANSFORMATION CAPITAL PARTNERS UK LIMITED,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
DIGITAL TRANSFORMATION CAPITAL PARTNERS UK LIMITED,London,,Worker (A rating),Skilled Worker,
DIGITAL TRAVEL MARKETING GROUP LIMITED,"Liverpool, Merseyside",,Worker (A rating),Skilled Worker,
Digital Uncut,London,Shoreditch,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Digital Uncut,London,Shoreditch,Worker (A rating),Skilled Worker,
Digital Unlimited Group Ltd,London,,Worker (A rating),Skilled Worker,
Digital Voices Limited,London,,Worker (A rating),Skilled Worker,
Digital Willow Ltd,London,Greater London,Worker (A rating),Skilled Worker,
Digital Workforce Services Ltd,Warwick,,Worker (A rating),Skilled Worker,
Digital Workforce Services Ltd,Warwick,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
DIGITAL-I LIMITED,Bristol,,Worker (A rating),Skilled Worker,
Digital.ai Software (UK) Ltd.,London,,Worker (A rating),Skilled Worker,
DIGITAL.CAMZ LTD,Ilford,,Worker (A rating),Skilled Worker,
DIGITALK Technology Limited,Milton Keynes,,Worker (A rating),Skilled Worker,
DIGITEC Financial Technologies and Services (UK) Ltd,London,United Kingdom,Worker (A rating),Skilled Worker,
DIGITEX TECHNOLOGIES LIMITED,Dagenham,,Worker (A rating),Skilled Worker,
DIGS Technology Limited,Swansea,,Worker (A rating),Skilled Worker,
DIMENSION FOUR TECHNOLOGY LIMITED,London,,Worker (A rating),Skilled Worker,
Dirac Software Limited,London,,Worker (A rating),Skilled Worker,
Direct Link Technologies Ltd,London,,Worker (A rating),Skilled Worker,
Discover Digital Solutions Limited,Reading,,Worker (A rating),Skilled Worker,
Disguise Technologies Ltd,London,London,Worker (A rating),Skilled Worker,
Distinctly Digital Limited,London,,Worker (A rating),Skilled Worker,
DL TECHNOLOGIES LTD,LONDON,,Worker (A rating),Skilled Worker,
DMI Network,London,,Worker (A rating),Skilled Worker,
DOCME TECHNOLOGIES LTD,Cambridge,,Worker (A rating),Skilled Worker,
Dog Digital Ltd,Glasgow,Lanarkshire,Worker (A rating),Skilled Worker,
Doka UK Formwork Technologies Ltd,Sittingbourne,Kent,Worker (A rating),Skilled Worker,
Domino Data Lab Limited,London,,Worker (A rating),Skilled Worker,
Domino Data Lab Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
DOOSAN DIGITAL INNOVATION EUROPE LIMITED,Renfrew,,Worker (A rating),Skilled Worker,
DOOSAN DIGITAL INNOVATION EUROPE LIMITED,Renfrew,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
DOUBLELIGHT TECHNOLOGY LIMITED,Harlow,Essex,Worker (A rating),Skilled Worker,
Downforce Technologies Limited,London,,Worker (A rating),Skilled Worker,
DP Network Limited,Redditch,,Worker (A rating),Skilled Worker,
Dragonfly Technology Solutions Limited,Kemble,Gloucestershire,Worker (A rating),Skilled Worker,
